-1.032009728121382697e+00,-1.365801388380876391e+00,-1.259675505272747520e+00,-1.072952639302148015e+00,-1.355081046898529262e+00,-1.390142323322764328e+00,-1.690957810598867850e+00,0.000000000000000000e+00,-1.182613546405107741e+00,-1.663160877408335292e+00,-1.658436346882117052e+00,-3.327995321073950130e+00,-2.425026634183677032e+00
0.000000000000000000e+00,8.397604345044020757e-01,8.745915140525564180e-01,4.280635079458239289e-01,7.550780853126060066e-01,8.637779327333932056e-01,1.109047267715630669e+00,3.545128346162780275e-01,7.395321847805533810e-01,1.016969613338098100e+00,1.296329085584870811e+00,1.564772490232979596e+00,1.497551068105147820e+00
6.566930593512505521e-01,0.000000000000000000e+00,2.530407787021447863e+00,8.955889136401458117e-01,6.923179220048091276e-01,6.775591703293321055e-01,4.962582566350761115e-01,4.830392422628739801e-01,6.105445071121119449e-01,3.297916646466499402e-01,5.399471571728221564e-01,1.515937714527542779e+00,-4.016490056017893551e+00
-5.125787240919363441e+00,-4.872915507418246861e+00,-5.938077354565715282e+00,-5.080165768211784894e+00,-5.094272461382266748e+00,-5.058828846302311888e+00,-4.516759569655770079e+00,-5.345099383390964576e+00,-5.063189495411281271e+00,-4.744662493767810574e+00,-5.310276380968623755e+00,-4.885713889196765081e+00,0.000000000000000000e+00
-3.320275629616447510e+00,-3.553682312661546661e+00,0.000000000000000000e+00,-3.581505790759556440e+00,-3.346986280305872974e+00,-3.311887329285950532e+00,-2.827860727400558716e+00,-3.222631986059372622e+00,-3.234427324563254214e+00,-2.743014201778414041e+00,-3.272986647206393318e+00,-4.222192011742509798e+00,-7.965136683856823829e+00
7.081165847967404448e-01,1.252756342200114670e+00,1.834376999679575349e+00,0.000000000000000000e+00,1.074520919691424492e+00,1.036104038575871300e+00,1.726391699248927880e+00,8.072872719062125224e-01,1.256286345111618186e+00,1.591431996649704583e+00,1.542481446674001555e+00,1.100493109213748433e+00,2.105733185810633401e+00
4.139022718201088580e-01,4.018560353438365707e-01,5.637025190100866112e-01,-1.369574247765846242e-01,4.438076656197179615e-01,0.000000000000000000e+00,4.460641977235242916e-01,2.542565935004199029e-01,1.130421488298371663e-01,5.029528522456948592e-01,-1.941618738296942981e+00,1.099513455107337112e+00,5.148488746430353036e-01
-3.647621778992585551e+00,-3.521136477198801629e+00,-3.483612823489179444e+00,-3.467502430262712210e+00,-3.563169073427920885e+00,-3.287146200783902739e+00,-3.440630517936308586e+00,-3.513239664221453840e+00,-3.483998568821751185e+00,-3.687426601704430595e+00,0.000000000000000000e+00,-2.761333667434717309e+00,-3.749109098342761293e+00
1.570331121424466847e+00,1.482105932355842315e+00,1.211540749290443975e+00,1.693484716714453997e+00,1.621397337920899462e+00,1.524088289604021762e+00,0.000000000000000000e+00,1.654238209673210447e+00,2.093976254593315822e+00,6.760389919008567006e-01,1.338876240046131816e+00,2.482792012952954153e+00,9.453299178747984755e-01
3.382022563462459885e+00,3.347499434423556686e+00,3.701694635952961221e+00,3.301496610970455770e+00,3.182605295002015389e+00,3.326020356852477100e+00,3.742741356451519064e+00,3.789892842019967567e+00,3.471356182431703186e+00,3.636247281225201355e+00,2.931850215223435363e+00,0.000000000000000000e+00,1.616178729028241889e+00
-1.002104264615319762e+00,-8.865690899533481550e-01,-5.049371678644292150e-01,-1.136149424616090142e+00,-1.026495612330860174e+00,-9.615606664297141615e-01,7.435572431265322080e-02,-1.098035450229203347e+00,-1.366076884145079662e+00,0.000000000000000000e+00,-1.330617131313318158e+00,-1.785496267758928113e+00,-7.601888488367759544e-01
6.199770062518019514e-02,2.564234446957247004e-01,5.524940271394059854e-01,9.363007669111533815e-02,0.000000000000000000e+00,2.459248308255438664e-01,8.952543279916891361e-01,3.300706088255065535e-02,2.014324259657166993e-01,5.932039320505939628e-01,4.989803181602942561e-01,-4.741423049814048052e-01,3.280475614623052927e-01
2.316127407718254094e+00,2.282755682423906585e+00,2.200794881618612475e+00,2.456558172921400995e+00,2.299950933850428925e+00,2.313260680407206227e+00,3.132867621031619532e+00,2.192811479042451772e+00,0.000000000000000000e+00,2.755600399072632101e+00,2.608911710663691874e+00,2.737307412365284964e+00,3.107638129909304325e+00
1.181760966526566259e+00,7.065728328672293834e-01,-2.541418088374352457e+00,1.122203452539034751e+00,6.340950240236337132e-01,4.250054909076309007e-01,-1.288301132155954987e+00,3.293018658967097889e-01,1.939897247031688421e+00,-6.228495183241857802e-01,-5.535117691551274532e-01,1.342659089461624822e+00,3.149723318789952931e+00
9.591517603948236381e-01,9.590856908947920090e-01,9.590856908947920090e-01,9.590856908947920090e-01,9.590856908947920090e-01,9.572687796439185437e-01,9.553147937276683654e-01,9.551809652919531768e-01,9.526279172383501637e-01,9.516879277256636849e-01,9.477676239163475014e-01,9.433910377213139409e-01,9.130890933729050030e-01
